id,drupal_id,drupal_uuid,title,content,author,date,project_id,status,migration_status
1115e052-2ffe-43b7-ad96-2b97c1b62258,7038,1115e052-2ffe-43b7-ad96-2b97c1b62258,"Opening of Western Railway Mining in Algeria","<p>Western Railway Mining in Algeria continues active construction, connecting Béchar and Gara-Djebilet. The project is scheduled for completion in March 2026, in accordance with contractual obligatio","Railway Supply",2025-02-20T00:00:00,fea555cd-bbb7-4e98-bdd9-e11e8c58ea3d,published,success
783b6d28-15e6-40b1-a1ed-f1f6fba9dbca,7037,783b6d28-15e6-40b1-a1ed-f1f6fba9dbca,"The construction site of the Tebessa–Ténoukla double-track bypass railway","<p>Read <a href=""https://www.linkedin.com/posts/anesrifalgeria_zoomabronabraabrproject-anesrif-easternabrminingabrline-activity-7317125989770121216-Ieel/?utm_source=share&amp;utm_medium=member_desktop","ANESRIF",2025-04-13T00:00:00,5747a525-8c94-4c7b-b1fa-460684efd689,published,success
95dc5dc4-ea03-4262-85b8-98bb3f2fdb8f,7036,95dc5dc4-ea03-4262-85b8-98bb3f2fdb8f,"Aviation Minister: Egypt’s Ras el-Hekma to have own airport","<p>Plans are set to establish an airport in Ras El-Hekma as part of mega construction projects in the North Coast, Minister of Civil Aviation Sameh El-Hefny said on Sunday 29/9/2024.</p><p>Read <a hre","State Information Service, Egypt",2024-09-30T00:00:00,490d6a05-c3ef-49e9-a752-1bc0ad2cbf8b,published,success
9d0a1135-b85b-4c95-aaf3-c1fffb26bc9c,7035,9d0a1135-b85b-4c95-aaf3-c1fffb26bc9c,"FG cancels, re-awards Kano-Maiduguri road project","<p>The Federal Government of Nigeria has announced the termination of contract for Section 1 of the Kano–Maiduguri Road project and re-awarded it to Triacter Construction Company.</p><p>The newly awar","Yerwa Express News",2025-04-09T00:00:00,56c9f921-3a10-427f-aaeb-ff3ac71d5e7f,published,success
55adf54b-f3a0-43d8-a24c-8b1ddbb78ab1,7033,55adf54b-f3a0-43d8-a24c-8b1ddbb78ab1,"Consortium led by Tecnimont (MAIRE) awarded a USD 2.3 billion gas project by SONATRACH in Algeria aimed at bolstering Europe’s energy security","<p>The purpose of the project is to stabilize the pressure through the transmission system of the natural gas extracted from the Hassi R’mel field, the largest in the country</p><p>The overall value i","Tecnimont (MAIRE)",2024-05-23T00:00:00,313e873c-c558-45a9-9862-cc275647df2e,published,success
17101a94-b0f5-4c38-a019-5f07c03b4d25,7034,17101a94-b0f5-4c38-a019-5f07c03b4d25,"Work on Road Begins in June 2024","<p>The construction of the 59km Nambungale-Mueda road is part of the SADC Sub-Regional Transport and Trade Facilitation project. The Nambungale-Mueda route is part of the 170km R1251, which connects M","ConstructAfrica",2024-06-01T00:00:00,4af8b17b-3930-417d-9509-1070f9e1efd5,published,success
3665a385-cfbf-427e-b9ae-098c3d3a3a5d,7031,3665a385-cfbf-427e-b9ae-098c3d3a3a5d,"Chinese refiner warns BOL against CTL investment","<p>A major Chinese oil refiner has poured cold water on Botswana Oil’s (BOL) planned Coal to Liquids (CTL) plant project, saying the coal to be used has a high ash content, which will cause “bad econo","Dikgang Publishing",2024-05-31T00:00:00,ad4e0ead-e477-4a22-8f76-af449be51163,published,success
f3816e71-94c1-489a-9f50-b9aa3e82ffda,7032,f3816e71-94c1-489a-9f50-b9aa3e82ffda,"Malawi Awards Deals for Roadworks","<p dir=""ltr"">The Roads Authority (RA) of Malawi has awarded two contracts for work on the Benga-Nkhotakota-Dwangwa (M5) road in the country’s central region, which runs in parallel to the coastline of","ConstructAfrica",2025-03-26T00:00:00,87a3c249-114e-44d0-8822-34e195805943,published,success
4952f233-e0e4-4b55-b4b0-1453f7ca13c5,7028,4952f233-e0e4-4b55-b4b0-1453f7ca13c5,"World Bank Approves Financing for Project","<p>The Tanzanian government is set to receive US$200 million in financing from the World Bank to implement the Dodoma Integrated and Sustainable Transport (DIST) project in the country’s capital city.","ConstructAfrica",2025-03-24T00:00:00,cc9fca9c-ae71-4026-9bdf-3198e4e4f914,published,success
5064f418-f580-43bb-aff5-d4ddbf326568,7029,5064f418-f580-43bb-aff5-d4ddbf326568,"Invitation for Initial Selection for Upgrading of Chamwino - Dodoma section","<p>On 3 December 2024, contractors were invited to express interest in a design-and-build contract to upgrade the road to a six and four-lane dual-carriageway bitumen standard, with the existing singl","Tanroads",2024-12-03T00:00:00,cc9fca9c-ae71-4026-9bdf-3198e4e4f914,published,success
2ce12ef6-0764-4e80-9f8a-acc191e92bb1,7030,2ce12ef6-0764-4e80-9f8a-acc191e92bb1,"Request for Expression of Interest for Consultancy Services on Chamwino - Dodoma Section","<p>On 19 November 2024, consultants were invited to express interest in providing design, construction supervision and works management services for the Chamwino - Dodoma roadworks, with a deadline of","Tanroads",2024-11-19T00:00:00,cc9fca9c-ae71-4026-9bdf-3198e4e4f914,published,success
7d4e6fe1-aebd-4c52-9c6f-35c87821db5e,7027,7d4e6fe1-aebd-4c52-9c6f-35c87821db5e,"Governments of Tanzania and Uganda EOI for consultancy services to conduct a feasibility study for a Natural gas transmission pipeline","<p>The Government of United Republic of Tanzania and the Government of Republic of Uganda entered into a Bilateral Agreement to undertake a feasibility study for the development of a Natural Gas Trans","Petroleum Authority of Uganda",2024-04-25T00:00:00,cd261083-6020-4560-bb55-7b51e4879e4b,published,success
ffebf045-5ab7-4ba9-8da1-a9a09992bd0d,7026,ffebf045-5ab7-4ba9-8da1-a9a09992bd0d,"Tanzania and Zambia to Determine Cost of Joint Pipeline Project","<p>In a bid to expand the capacity of the Tanzanian- Zambia Crude Oil Pipeline, simply known as the Tazama Pipeline, a contractor has been assigned the job of conducting a feasibility study.</p><p>Bot","ConstructAfrica",2024-08-28T00:00:00,8887a0a6-96e5-4f90-b395-dde7cc37dba8,published,success
04058272-5405-4625-86cf-4bb255c617f5,7023,04058272-5405-4625-86cf-4bb255c617f5,"Ethiopia invites bids for a power transmission line","<p>Ethiopian Electric Power is inviting bid submissions for the design, supply, installation, test, and commissioning of transmission lines associated with New Shashemane II 230/132/33/15kV, Bale Robe","ConstructAfrica",2025-04-11T00:00:00,ee72cabc-981b-4636-a454-8f9da70c97fd,published,success
b52dccb5-9de6-4267-9d0d-e4ba650d5280,7024,b52dccb5-9de6-4267-9d0d-e4ba650d5280,"Ethiopia invites bids for a 170 km, 132 kV power line project","<p>Ethiopian Electric Power is inviting bid submissions for the design, manufacture, supply, installation, test, and commissioning of transmission lines associated with New Haromaya II 132/33/15 kV, C","ConstructAfrica",2025-04-11T00:00:00,ee72cabc-981b-4636-a454-8f9da70c97fd,published,success
22ecf558-cf0a-4f8c-8cba-9b1dbaca97d7,7022,22ecf558-cf0a-4f8c-8cba-9b1dbaca97d7,"Angola seeks consultants for hydrogeological studies","<p>Angola’s Ministry of Energy and Water is inviting consulting firms to submit expressions of interest in carrying out a hydrogeological study of the Kalahari sedimentary basin (Cunene and Cuvango pr","ConstructAfrica",2025-04-10T00:00:00,dd3e212b-4add-493c-948d-3b2d470360a2,published,success
29428e87-5ad1-41d6-bb2a-42da192278a8,7016,29428e87-5ad1-41d6-bb2a-42da192278a8,"‎Tema-Aflao road project resumes after 15-month break","<p>Work on the Tema-Aflao road has resumed after being on hold for 15 months. The construction company, BHM International Construction (UK) Ltd, returned to the site on Monday, April 7, 2025.<br>‎<br>","Ghana Broadcasting Corporation",2025-04-08T00:00:00,02933f90-1760-4156-9d21-ce9955d7727b,published,success
7d57edb8-455c-4725-bfec-b8f3bad345a7,7015,7d57edb8-455c-4725-bfec-b8f3bad345a7,"Kigali ring road project targets $335m in funding","<p>Kigali Ring Road (KRR) project, a transformative infrastructure initiative to ease traffic congestion and enhance transportation in Rwanda’s capital, requires $335 million for full implementation, ","The New Times Rwanda",2025-03-31T00:00:00,8c181f4d-173c-48f1-b9e2-32bba6e296c5,published,success
e1b1344c-a7cb-4428-9118-c36e38bdbe8d,7014,e1b1344c-a7cb-4428-9118-c36e38bdbe8d,"GIISDEC is making significant strides in the development of Sheini Iron Ore Project","<p>Ghana Integrated Iron and Steel Development Corporation (GIISDEC) is making significant strides in the development of the Sheini Iron Ore Project, a key initiative aimed at strengthening Ghana’s ir","GIISDEC",2025-04-02T00:00:00,5f11a585-c961-495e-9dc8-3fdec0b5f043,published,success
5849a308-950d-4780-b11f-3fde46dc9eb6,7019,5849a308-950d-4780-b11f-3fde46dc9eb6,"Luxury suites are for sale","<p>The Carnelian Lagos's luxury suites are currently being sold by Digital Landlord.&nbsp;</p><p>View the listings <a href=""https://www.digitallandlord.ng/portfolio/the-carnelian-tower-in-victoria-isl","ConstructAfrica",2025-04-11T00:00:00,180392dc-e7d1-40a0-a0f8-8aebf426e963,published,success
0da70837-ba17-4dad-a4cf-89aaa3c6b86d,7021,0da70837-ba17-4dad-a4cf-89aaa3c6b86d,"The Arab Contractors Expands Presence in Ghana with Darul Hedaya Islamic Mosque Project","<p>Eng. Ahmed El Assar – CEO and Chairman of The Arab Contractors Company, and Mr. Mohamed Abdel Karim – Chairman of the Ghanaian Quarry Limited Company, witnessed the signing of the contract to build","Arab Contractors",2025-01-11T00:00:00,5621cff2-d5a5-4f46-8615-cb312b91ee0f,published,success
98e0b416-b48f-45d7-b230-1ab51cc02057,7012,98e0b416-b48f-45d7-b230-1ab51cc02057,"Nigeria, AfDB to launch SAPZ Phase 1 project in Kaduna, Cross River","<p>The Federal Government of Nigeria is set to launch Phase One of the Special Agro-Industrial Processing Zones (SAPZ) programme, backed by a significant $538 million investment from the African Devel","SAPZ",2025-04-08T00:00:00,51834b3e-255c-4bb9-87ee-4527545b64ca,published,success
1b13a6f3-b864-459b-83e3-41ddcb237ca9,7013,1b13a6f3-b864-459b-83e3-41ddcb237ca9,"Cross River State Opens Bids for SAPZ Program","<p>Cross River State’s Special Agro-Industrial Processing Zones (SAPZ) project , has reached a significant milestone with the recent bid opening process for the development of the Agro-Industrial Hub ","SAPZ",2025-03-02T00:00:00,51834b3e-255c-4bb9-87ee-4527545b64ca,published,success
1291daae-87a8-4e4a-8823-6ba45ab160ed,7010,1291daae-87a8-4e4a-8823-6ba45ab160ed,"BUA Group and Alfa Laval to build a Palm Oil Refinery","<p>BUA Group and Alfa Laval PVT Limited to build a 1,000 TPD Palm Oil Refinery and Fractionation Plant.</p><p>Abdul Samad Rabiu, Founder/Executive Chairman, BUA Group, and Panjak Maheshwari, Vice-Pres","BUA Group",2025-04-07T00:00:00,0c8f8c08-81e5-44d4-835e-eca100d9f763,published,success
32c9b2da-3020-4bec-9953-ec5ecd52ec0f,7011,32c9b2da-3020-4bec-9953-ec5ecd52ec0f,"Bid Notice","<p>Procurement of Consultancy Services for Completion and Update of the Preliminary Engineering Study for the Development of the Standard Gauge Railway Western/Southern Route Project (Kampala-Bihanga-","Ministry of Works and Transport",2025-01-16T00:00:00,ccea69fe-75c8-4212-998c-c496199da83b,published,success
392eb07a-0fa0-47a3-a498-f7ab1361a082,7009,392eb07a-0fa0-47a3-a498-f7ab1361a082,"Egypt, France, EU sign 9 financing, grant agreements worth €262.3 million","<p>Read <a href=""https://www.sis.gov.eg/Story/206986/Egypt%2C-France%2C-EU-sign-9-financing%2C-grant-agreements-worth-€262.3-million?lang=en-us"">News</a></p>","State Information Service, Egypt",2025-04-08T00:00:00,1269c03e-28a6-4b64-a6fb-7c3c5f05095b,published,success
d162fe07-46b0-406a-b119-e6feed240275,7008,d162fe07-46b0-406a-b119-e6feed240275,"Dakhla Atlantic Port and N’Djamena Corridor: Pivotal Game Changers in Africa’s Economic Landscape","<p><strong>Transformative impact of the Atlantic Port of Dakhla and its corridor</strong></p><p>The Atlantic Port of Dakhla, with an investment of about $1.2 billion, is a logistics hub for West Afric","Morocco World News",2025-01-30T00:00:00,b6a568e2-6ed3-4364-ad08-2e549e08649d,published,success
d45c3f94-2eee-448b-b67b-9334c9a0eaf7,7007,d45c3f94-2eee-448b-b67b-9334c9a0eaf7,"Orascom Construction, Hassan Allam Construction, Elsewedy Electric’s Rowad near completion of USD 1 bn Tripoli Third Ring Road","<p>Egyptian contractors are close to wrapping up one of Libya’s mega infrastructure projects — Tripoli’s Third Ring Road, with investments of USD 1 bn, Libyan Prime Minister Abdul Hamid Dbeibah told A","Enterprise Ventures",2025-01-26T00:00:00,3c03a7ea-9156-4bb4-be02-0425675d3f1a,published,success
a6d2767a-c223-435a-a34e-9550ef893a62,7006,a6d2767a-c223-435a-a34e-9550ef893a62,"Mega dam project set to transform region","<p>Kondo-Chindowe Dam will span three districts, Makoni, Mutare, and Buhera, and its construction will cost US$380 million, spread over five years.</p><p>Upon completion, the dam will irrigate a massi","The Manica Post",2024-08-30T00:00:00,96368671-3755-4bee-853c-2ecd86811c69,published,success
54a21824-82cf-455b-8900-1ca3cbd3a02c,7005,54a21824-82cf-455b-8900-1ca3cbd3a02c,"Zifa to Construct World-Class HighGlen Stadium After Harare City Council Donates 40 Hectares of Land","<p>The Zimbabwe Football Association (Zifa) is set to build a state-of-the-art stadium after the Harare City Council agreed to provide them with 40 hectares of land for free.</p><p>Harare Mayor Jacob ","iHarare. com",2025-03-17T00:00:00,12d36747-d004-41ef-8464-3decf54f3fe9,published,success
57559ac9-b5fd-47d1-b8c4-e285eb6cf3a2,7004,57559ac9-b5fd-47d1-b8c4-e285eb6cf3a2,"Amazon comfortably settled after one year in new African HQ in Cape Town","<p>Amazon's new African headquarters in Cape Town's Riverlands development, a R4.5 billion multi-purpose project, has been operational since December 2023. Despite initial legal challenges over the si","BizNews",2024-12-12T00:00:00,3d81378c-534c-4f4d-9488-7bbe3865787d,published,success
0a481158-232a-4ecb-bd38-281dc9aec43c,7003,0a481158-232a-4ecb-bd38-281dc9aec43c,"Ineco Strengthens Its Presence in Morocco by Securing Its Third Contract of the Year","<p>The Moroccan railway authority (ONCF) has once again entrusted the consortium formed by Ineco and the local engineering company CID to carry out the preliminary project for the railway service betw","Ineco",2024-11-19T00:00:00,a69fdf5f-2309-4122-9e0c-8122194eae6b,published,success
fc621d51-76d4-4ffc-a76e-3aa3f6537e32,7002,fc621d51-76d4-4ffc-a76e-3aa3f6537e32,"Tangier Joins Morocco’s Tramway Cities Ahead of 2030 World Cup","<p>Tangier is set to become Morocco’s fourth city with a tramway system, following a MAD 8.4 billion ($840 million) project announced this month.</p><p>The ambitious plan includes three lines spanning","Morocco World News",2025-04-07T00:00:00,617f6e01-2041-4f1e-903d-ed66d2c5e75c,published,success
991afb36-e7dc-4e68-b726-9f257e7cd45a,7001,991afb36-e7dc-4e68-b726-9f257e7cd45a,"Morocco to invite bids for 3 power projects","<p>Morocco intends to invite bids for the construction of three new gas turbine power plants with a combined output capacity of 300-450 megawatts (MW), press reports said on Monday.</p><p>One project ","Zawya",2025-04-04T00:00:00,d4f9bccf-ecfc-472f-80fa-bdc20a1cc4a0,published,success
383e688a-44e9-4398-a1f4-56bf2c0cc756,7000,383e688a-44e9-4398-a1f4-56bf2c0cc756,"Morocco to invite bids for 3 power projects","<p>Morocco intends to invite bids for the construction of three new gas turbine power plants with a combined output capacity of 300-450 megawatts (MW), press reports said on Monday.</p><p>One project ","Zawya",2025-04-07T00:00:00,6e2782b5-61a9-4ab0-bb0d-92d75894bc9a,published,success
74dc06d0-e262-4bd5-8609-84f1d45da4b3,6999,74dc06d0-e262-4bd5-8609-84f1d45da4b3,"Morocco to invite bids for 3 power projects","<p>Morocco intends to invite bids for the construction of three new gas turbine power plants with a combined output capacity of 300-450 megawatts (MW), press reports said on Monday.</p><p>One project ","Zawya",2025-04-07T00:00:00,0ee2358c-be18-44e4-8cd8-2aa7d8e35af1,published,success
bfa807e9-85b2-4db7-8c4f-d6527b39b941,7279,bfa807e9-85b2-4db7-8c4f-d6527b39b941,"Progress Toward Construction","<p>The Nairobi Bus Rapid Transit (BRT) Line 5 (Nyati) project is progressing toward construction, with key preparatory activities underway and financing secured. The project, valued at approximately U","ConstructAfrica",2025-05-05T00:00:00,52943e2b-65c5-49a3-b8d0-7dfab3cde6b1,published,success
6ada930f-b21e-4ee0-b13f-51d6db19a265,7282,6ada930f-b21e-4ee0-b13f-51d6db19a265,"","<p>Nairobi secured Ksh43.4 billion (€320 million) in funding from the European Investment Bank (EIB), the French Development Agency (AFD), and the European Union (EU) to develop the Clean Core Bus Rap","ConstructAfrica",2024-12-12T00:00:00,6559ed7b-e684-42fe-b56d-d6fdae8f0882,published,success
ae666836-e84a-46ad-bbae-f230777505fa,7220,ae666836-e84a-46ad-bbae-f230777505fa,"Nairobi Bus Rapid Transit Line 2 Nears Completion","<p>Nairobi’s BRT Line 2 (Simba) is nearing completion, with its first phase (Kasarani to Kenyatta National Hospital) 70% finished, featuring 13 stations, 24 platforms, and a park-and-ride facility at ","ConstructAfrica",2025-04-24T00:00:00,1f5e3da5-4b9b-4446-82da-2a4ca15acca9,published,success
c9df1cb5-33e2-4e08-a975-9514162c6402,7212,c9df1cb5-33e2-4e08-a975-9514162c6402,"Nigeria's Cross-Border Rail Project Still in Planning Phase","<p>The proposed 520 km Zaria–Kaura Namoda–Sokoto–Illela–Birnin Konni railway line, designed to link northern Nigeria to Niger Republic, remains in the feasibility and planning stage.</p><p>Initially p","ConstructAfrica",2024-08-29T00:00:00,52dbf37c-50b9-42c2-af77-f09d4322ff0e,published,success
8baf2620-64f8-4039-a858-8b80da7ec1c1,7058,8baf2620-64f8-4039-a858-8b80da7ec1c1,"Government Reaffirms Commitment to Eastern Corridor Road Completion","<p>During his vetting before Parliament's Appointments Committee on February 26, 2025, Deputy Minister-Designate for Roads and Highways, Alhassan Suhuyini, emphasized the government's unwavering commi","ConstructAfrica",2025-02-26T00:00:00,8d67456c-951b-4563-a498-e3d5f1edc382,published,success
96568ee7-a396-4d1f-aa44-a331ce0d3c79,7210,96568ee7-a396-4d1f-aa44-a331ce0d3c79,"Chinsali-Nakonde Road Nears Completion","<p>As of January 2025, rehabilitation of Zambia’s 210 km Chinsali-Nakonde Road has reached 99.4% completion, with ancillary works on truck parks, toll plazas, and a weighbridge progressing rapidly.&nb","ConstructAfrica",2025-01-22T00:00:00,7eccf1a0-2485-438c-9e7d-334a72e00054,published,success
d023dc25-6a72-4cd9-82d9-7a4f96d0b933,7196,d023dc25-6a72-4cd9-82d9-7a4f96d0b933,"Algerian President Inaugurates Béchar–Abadla Railway, Confirms Progress on Gara Djebilet Line","<p>On 25 April 2025, Algerian President Abdelmadjid Tebboune officially inaugurated the completed 100 km Béchar–Abadla railway line during a working visit to Béchar Province. The inauguration marks a ","ConstructAfrica",2025-04-25T00:00:00,da2a2f47-f2b6-4502-941f-4d3ce8e4b249,published,success
357ffd70-6c99-475e-a010-d31e9b7784ac,7045,357ffd70-6c99-475e-a010-d31e9b7784ac,"Eastern Mining Rail Dualization Nears Completion","<p>According to Algeria’s Minister of Public Works, Lakhdar Rekhroukh, both the Annaba–Djebel Onk and Gara Djebilet–Béchar projects are on track for imminent completion. This underscores Algeria’s acc","ConstructAfrica",2025-02-09T00:00:00,aa61e9de-07be-4806-be01-d1c7aa59c591,published,success
2ca5c2fa-933a-4032-a86d-1c31d946d7b8,7040,2ca5c2fa-933a-4032-a86d-1c31d946d7b8,"Touggourt–Hassi Messaoud Railway Project Progressing Steadily","<p>Construction on Algeria’s high-speed Touggourt–Hassi Messaoud Railway continues to advance.</p><p>An additional stop within Hassi Messaoud is also planned, reinforcing the line’s role in boosting r","ConstructAfrica",2025-01-25T00:00:00,f35c7c8d-71bf-4450-8b36-1577e7d10ad0,published,success
e683ce9b-9c14-45ec-9c81-e2a75534e91c,7206,e683ce9b-9c14-45ec-9c81-e2a75534e91c,"All is set for the Official Launch of Kigali Urban Transport Improvement (KUTI) & Burundi-Rwanda Integrated Development (BRIDEP) Projects","<p>Read <a href=""https://x.com/RTDARwanda/status/1904090763329176063"" target=""_blank"">Post</a></p>","Rwanda Transport Development Agency (RTDA)",2025-03-24T00:00:00,a0424611-f930-4b5f-a047-bc7774f268bd,published,success
96a4f2d2-98ec-45c3-892f-7d0adbe1fdcc,6994,96a4f2d2-98ec-45c3-892f-7d0adbe1fdcc,"Algeria holds talks with Eni on Medlink project","<p>The Algerian Minister of State, Minister of Energy, Mines, and Renewable Energies, Mohamed Arkab, held talks on Tuesday with the CEO of the Italian company “Eni,” Claudio Descalzi, during which the","AL24 News",2025-04-09T00:00:00,7dbe7502-bfc1-443f-ab02-4a1f847cce8a,published,success
87eb7904-7c8c-4bfb-a160-14bc9f691ff9,6993,87eb7904-7c8c-4bfb-a160-14bc9f691ff9,"Govenment greenlights Glassblock Dam","<p>The government has endorsed the proposed construction of the Bopoma Glassblock Dam in Matabeleland South Province at an estimated cost of US$100 million through a public-private partnership (PPP), ","The Chronicle Zimbabwe",2025-03-20T00:00:00,5e274566-4014-4d01-a29c-b59241ab210e,published,success
c84671bf-e021-4215-9f62-573f20ebd7b4,6996,c84671bf-e021-4215-9f62-573f20ebd7b4,"Nkayi district's transformation Beckons","<p>The construction of Ziminya Dam in Nkayi District, which will be Matabeleland North's second largest water body after Lake Gwayi-Shangani, is progressing well, with excavation work for the construc","The Chronicle Zimbabwe",2024-06-18T00:00:00,f897c2e1-d0ef-4200-800b-be694d4e7edd,published,success
572b5585-ddb5-45f7-8dc4-44bc99dadb20,6992,572b5585-ddb5-45f7-8dc4-44bc99dadb20,"Mozambique seeks consultants for an access road","<p>Mozambique’s Maputo Municipal Council is inviting consulting firms to submit expressions of interest in the construction of the access road to the KaTembe Sanitary Landfill.</p><p>The &nbsp;assignm","ConstructAfrica",2025-04-08T00:00:00,deb04c1c-8955-4f61-8d53-f290b4615e56,published,success
33c97f03-cc72-4ee6-8716-4b0745aa41f7,7018,33c97f03-cc72-4ee6-8716-4b0745aa41f7,"Laâyoune: The advancement rate of the new phosphate port reached 85%","<p>The progress rate of the work on the new phosphate port of Laâyoune, under Phosboucraa, a subsidiary of Groupe OCP SA, which mobilized a total amount of 5.2 billion Moroccan dirhams, reached 85%.</","ConstructAfrica",2024-07-30T00:00:00,233b08e7-de4b-4296-bfa5-a897937f12d6,published,success
f3c92198-03b3-4ac7-8597-18093a9241dd,7226,f3c92198-03b3-4ac7-8597-18093a9241dd,"Rabat–Salé Airport Expansion Progressing Steadily Toward 2026 Completion","<p>Rabat, Morocco — The Rabat–Salé Airport Expansion Project is making steady progress as part of Morocco’s national ""Airports 2030"" strategy. The project, which began on December 21, 2018, is on trac","ConstructAfrica",2025-05-02T00:00:00,09377723-49cb-45e3-967e-75e6f43fa8cc,published,success
